pb_eng_voice19|Im really happy to be sharing this experience with you all This lake is a treasure of Nepal and Im so proud to be here|Im really happy to be sharing this experience with you all This lake is a treasure of Nepal and Im so proud to be here,,
pb_eng_voice20|Weve finally reached Rara Lake The view is breathtaking and this moment is something Ill never forget|Weve finally reached Rara Lake The view is breathtaking and this moment is something Ill never forget,,
pb_eng_voice21|Greetings everyone Today we are in Lumbini the birthplace of Lord Buddha This place is not just beautiful its peaceful and spiritual|Greetings everyone Today we are in Lumbini the birthplace of Lord Buddha This place is not just beautiful its peaceful and spiritual,,
pb_eng_voice22|Ive been looking forward to visiting this sacred site for so long Its a dream come true to be here|Ive been looking forward to visiting this sacred site for so long Its a dream come true to be here,,
pb_eng_voice23|Sadly it seems the crowd is a bit bigger than expected Its hard to find a quiet spot to reflect|Sadly it seems the crowd is a bit bigger than expected Its hard to find a quiet spot to reflect,,
pb_eng_voice24|Its really frustrating when people dont respect the sacredness of this place and make so much noise It disturbs the peace|Its really frustrating when people dont respect the sacredness of this place and make so much noise It disturbs the peace,,
pb_eng_voice25|I can't believe people leave garbage around here Its so disrespectful to such a holy place|I can't believe people leave garbage around here Its so disrespectful to such a holy place,,
pb_eng_voice26|The temples and gardens around here look ancient and mysterious Im feeling a bit overwhelmed its so quiet and still|The temples and gardens around here look ancient and mysterious Im feeling a bit overwhelmed its so quiet and still,,
pb_eng_voice27|Wow Look at this beautiful Ashoka Pillar Its incredible to see something this old still standing|Wow Look at this beautiful Ashoka Pillar Its incredible to see something this old still standing,,
pb_eng_voice28|As we walk closer to the sacred pond I feel a deep sense of peace Its almost as if time has stopped here|As we walk closer to the sacred pond I feel a deep sense of peace Its almost as if time has stopped here,,
pb_eng_voice29|Im so happy to be walking in the same place where Lord Buddha took his first steps It feels truly special|Im so happy to be walking in the same place where Lord Buddha took his first steps It feels truly special,,
pb_eng_voice30|Weve finally reached the Mayadevi Temple The energy here is unbelievable and I feel so lucky to experience this moment|Weve finally reached the Mayadevi Temple The energy here is unbelievable and I feel so lucky to experience this moment,,
pb_eng_voice31|Hey there nature lovers Welcome to Bardiya National Park one of Nepal's largest and most beautiful protected areas Im so excited to take you along|Hey there nature lovers Welcome to Bardiya National Park one of Nepal's largest and most beautiful protected areas Im so excited to take you along,,
pb_eng_voice32|This park is home to so many incredible animals like Bengal tigers elephants and rhinos I cant wait to see them|This park is home to so many incredible animals like Bengal tigers elephants and rhinos I cant wait to see them,,
pb_eng_voice33|Sadly these animals are under threat due to poaching and habitat loss Its heartbreaking to think about it|Sadly these animals are under threat due to poaching and habitat loss Its heartbreaking to think about it,,
pb_eng_voice34|Its so annoying when people dont follow the park rules This is a protected area and we should all respect the wildlife|Its so annoying when people dont follow the park rules This is a protected area and we should all respect the wildlife,,
pb_eng_voice35|The jungle here is so dense It almost feels like youre walking into a wild mysterious world You can hear the sounds of animals everywhere|The jungle here is so dense It almost feels like youre walking into a wild mysterious world You can hear the sounds of animals everywhere,,
pb_eng_voice36|Im feeling a little nervous right now Were deep in the jungle and who knows whats hiding in the bushes|Im feeling a little nervous right now Were deep in the jungle and who knows whats hiding in the bushes,,
pb_eng_voice37|Wow look at that Weve just spotted a herd of wild elephants Its amazing to see them in their natural habitat|Wow look at that Weve just spotted a herd of wild elephants Its amazing to see them in their natural habitat,,
pb_eng_voice38|The park is so peaceful but you always have to be careful This is the wild after all|The park is so peaceful but you always have to be careful This is the wild after all,,
pb_eng_voice39|Im so happy to be here in Bardiya surrounded by nature It feels like a true escape from the busy city life|Im so happy to be here in Bardiya surrounded by nature It feels like a true escape from the busy city life,,
pb_eng_voice40|Stay tuned because in the next part were going to explore even deeper into the jungle and hopefully spot some tigers|Stay tuned because in the next part were going to explore even deeper into the jungle and hopefully spot some tigers,,
pb_eng_voice41|Welcome back everyone In todays video were going deeper into the heart of Bardiya National Park where the forest becomes even denser and wilder|Welcome back everyone In todays video were going deeper into the heart of Bardiya National Park where the forest becomes even denser and wilder,,
pb_eng_voice42|Just look at these massive Sal trees around us This forest feels ancient like it has been untouched for centuries|Just look at these massive Sal trees around us This forest feels ancient like it has been untouched for centuries,,
pb_eng_voice43|The forest is home to over 50 species of mammals including Bengal tigers one of the park's biggest attractions Were hoping to spot one today|The forest is home to over 50 species of mammals including Bengal tigers one of the park's biggest attractions Were hoping to spot one today,,
pb_eng_voice44|Sadly despite being a safe haven some species like the Gangetic dolphin and swamp deer are still endangered We need to do more to protect them|Sadly despite being a safe haven some species like the Gangetic dolphin and swamp deer are still endangered We need to do more to protect them,,
pb_eng_voice45|Its frustrating when people forget that this is their natural home and disturb the animals by making too much noise or leaving litter|Its frustrating when people forget that this is their natural home and disturb the animals by making too much noise or leaving litter,,
pb_eng_voice46|Just now we spotted some fresh tiger tracks This means theres definitely one close by Its both exciting and a bit scary|Just now we spotted some fresh tiger tracks This means theres definitely one close by Its both exciting and a bit scary,,
pb_eng_voice47|Look over there A group of spotted deer grazing peacefully Its such a calming sight to see animals in their natural surroundings|Look over there A group of spotted deer grazing peacefully Its such a calming sight to see animals in their natural surroundings,,
pb_eng_voice48|Wow what a surprise We just spotted a rhino They are huge and majestic yet so calm Its a special experience to see them up close|Wow what a surprise We just spotted a rhino They are huge and majestic yet so calm Its a special experience to see them up close,,
pb_eng_voice49|Bardiya's grasslands are also important not just for big animals but for small ones like reptiles and birds The diversity here is incredible|Bardiya's grasslands are also important not just for big animals but for small ones like reptiles and birds The diversity here is incredible,,
pb_eng_voice50|As we wrap up todays exploration stay tuned for the next part Well go on a boat safari along the Karnali River to spot some crocodiles and dolphins|As we wrap up todays exploration stay tuned for the next part Well go on a boat safari along the Karnali River to spot some crocodiles and dolphins,,
PRB_Eng_01_Bhojpur_01|Hello friends Today we are embarking on a journey to Bhojpur District|Hello friends Today we are embarking on a journey to Bhojpur District,,
PRB_Eng_01_Bhojpur_02|This district is located in Province No 1 of Nepal and it holds its own special significance|This district is located in Province No 1 of Nepal and it holds its own special significance,,
PRB_Eng_01_Bhojpur_03|The natural beauty of Bhojpur is captivating us right from the start|The natural beauty of Bhojpur is captivating us right from the start,,
PRB_Eng_01_Bhojpur_04|We plan to visit some of the famous temples here|We plan to visit some of the famous temples here,,
PRB_Eng_01_Bhojpur_05|Our first stop an ancient temple in Bhojpur The peaceful atmosphere here is calming my mind|Our first stop an ancient temple in Bhojpur The peaceful atmosphere here is calming my mind,,
PRB_Eng_01_Bhojpur_06|I am deeply impressed by the rich history of this temple|I am deeply impressed by the rich history of this temple,,
PRB_Eng_01_Bhojpur_07|The culture and traditions of Bhojpur are quite unique|The culture and traditions of Bhojpur are quite unique,,
PRB_Eng_01_Bhojpur_08|People here are very proud of their language and culture|People here are very proud of their language and culture,,
PRB_Eng_01_Bhojpur_09|Now we are heading towards Bhojpur market where we can find local products|Now we are heading towards Bhojpur market where we can find local products,,
PRB_Eng_01_Bhojpur_10|Handicrafts from Bhojpur are very popular in this market|Handicrafts from Bhojpur are very popular in this market,,
PRB_Eng_01_Jhapa_01|Welcome to Jhapa a district of stunning landscapes rich culture and heartwarming people |Welcome to Jhapa a district of stunning landscapes rich culture and heartwarming people ,,
PRB_Eng_01_Jhapa_02|A place where every corner tells a story and every story feels like home|A place where every corner tells a story and every story feels like home,,
PRB_Eng_01_Jhapa_03|Birtamod the heart of Jhapa is where modernity meets tradition |Birtamod the heart of Jhapa is where modernity meets tradition ,,
PRB_Eng_01_Jhapa_04|The bustling streets are alive with energy|The bustling streets are alive with energy,,
PRB_Eng_01_Jhapa_05|The people will make you feel like you're part of the family|The people will make you feel like you're part of the family,,
PRB_Eng_01_Jhapa_06|You must try the food here such as spicy momos and selroti |You must try the food here such as spicy momos and selroti ,,
PRB_Eng_01_Jhapa_07|Local flavors that will explode in your mouth|Local flavors that will explode in your mouth,,
PRB_Eng_01_Jhapa_08|The Kankai River flows gently carrying centuries of stories |The Kankai River flows gently carrying centuries of stories ,,
PRB_Eng_01_Jhapa_09|People come here for spiritual cleansing and it feels like the river washes away all your worries|People come here for spiritual cleansing and it feels like the river washes away all your worries,,
PRB_Eng_01_Jhapa_10|But sadly the river is also a reminder of how climate change is affecting our natural resources|But sadly the river is also a reminder of how climate change is affecting our natural resources,,
PRB_Eng_01_Jhapa_11|We must protect it|We must protect it,,
PRB_Eng_01_Jhapa_12|The sacred Arjundhara Temple also known as the Pashupatinath of the east This place is truly magical|The sacred Arjundhara Temple also known as the Pashupatinath of the east This place is truly magical,,
PRB_Eng_01_Jhapa_13|The energy the prayers the offerings it all makes you feel connected to something greater|The energy the prayers the offerings it all makes you feel connected to something greater,,
PRB_Eng_01_Jhapa_14|I must say walking around the temple at night gives you goosebumps|I must say walking around the temple at night gives you goosebumps,,
PRB_Eng_01_Jhapa_15|There's an eerie silence but its peaceful at the same time|There's an eerie silence but its peaceful at the same time,,
PRB_Eng_01_Jhapa_16|Dhulabari is the shoppers paradise|Dhulabari is the shoppers paradise,,
PRB_Eng_01_Jhapa_17|Whether its clothes electronics or spices this market has it all And the bargaining? its a skill you'll need|Whether its clothes electronics or spices this market has it all And the bargaining? its a skill you'll need,,
PRB_Eng_01_Jhapa_18|But beware sometimes the prices can get ridiculously high for tourists Dont get ripped off|But beware sometimes the prices can get ridiculously high for tourists Dont get ripped off,,
PRB_Eng_01_Jhapa_19|Gauradaha known for its beautiful wetlands Migratory birds from all over the world come here|Gauradaha known for its beautiful wetlands Migratory birds from all over the world come here,,
PRB_Eng_01_Jhapa_20|Watching them feels like a dance between earth and sky|Watching them feels like a dance between earth and sky,,
PRB_Eng_01_Jhapa_21|Sadly the littering around this place is quite disturbing |Sadly the littering around this place is quite disturbing ,,
PRB_Eng_01_Jhapa_22|We need to keep these wetlands clean or well lose this beauty forever|We need to keep these wetlands clean or well lose this beauty forever,,
PRB_Eng_01_Jhapa_23|Satashidham a hidden gem tucked away from the busy streets |Satashidham a hidden gem tucked away from the busy streets ,,
PRB_Eng_01_Jhapa_24|The fresh air the sound of birds chirping its like stepping into a different world|The fresh air the sound of birds chirping its like stepping into a different world,,
PRB_Eng_01_Jhapa_25|The temple complex here is serene |The temple complex here is serene ,,
PRB_Eng_01_Jhapa_26|People come to pray meditate and just breathe in peace|People come to pray meditate and just breathe in peace,,
PRB_Eng_01_Jhapa_28|The tribes in Jhapa like the Rajbanshi and Limbu bring so much life and color to the region |The tribes in Jhapa like the Rajbanshi and Limbu bring so much life and color to the region ,,
PRB_Eng_01_Jhapa_29|Their festivals dances and unique traditions will leave you in awe|Their festivals dances and unique traditions will leave you in awe,,
PRB_Eng_01_Jhapa_29-1|But many of these traditions are slowly fading away as modernity takes over Its heartbreaking|But many of these traditions are slowly fading away as modernity takes over Its heartbreaking,,
PRB_Eng_01_Jhapa_30|And the food From dhido to gundruk the flavors of Jhapa are as diverse as its people |And the food From dhido to gundruk the flavors of Jhapa are as diverse as its people ,,
PRB_Eng_01_Jhapa_31|Every bite tells a story of generations|Every bite tells a story of generations,,
PRB_Eng_01_Jhapa_32|Most people here live off the land |Most people here live off the land ,,
PRB_Eng_01_Jhapa_33|Farming tea estates and livestock are their main sources of livelihood |Farming tea estates and livestock are their main sources of livelihood ,,
PRB_Eng_01_Jhapa_34|Its a simple life but theres beauty in that simplicity|Its a simple life but theres beauty in that simplicity,,
PRB_Eng_01_Jhapa_35|Yet with rising costs and unpredictable weather many farmers are struggling to make ends meet|Yet with rising costs and unpredictable weather many farmers are struggling to make ends meet,,
PRB_Eng_01_Jhapa_36|Jhapa is more than just a destination|Jhapa is more than just a destination,,
PRB_Eng_01_Jhapa_37|Its an experience that stays with you|Its an experience that stays with you,,
PRB_Eng_01_Jhapa_38|The warmth of the people the beauty of the landscapes and the rich culture make you want to come back again and again|The warmth of the people the beauty of the landscapes and the rich culture make you want to come back again and again,,
PRB_Eng_01_Jhapa_39|The lush green tea gardens of Jhapa stretch as far as the eye can see |The lush green tea gardens of Jhapa stretch as far as the eye can see ,,
PRB_Eng_01_Jhapa_40|Walking through them you feel like youve entered a sea of greenery peaceful and endless|Walking through them you feel like youve entered a sea of greenery peaceful and endless,,
PRB_Eng_01_Jhapa_41|The meeting point of the Kankai and Ratuwa rivers |The meeting point of the Kankai and Ratuwa rivers ,,
PRB_Eng_01_Jhapa_42|Its a place of power and tranquility where natures beauty leaves you in awe|Its a place of power and tranquility where natures beauty leaves you in awe,,
PRB_Eng_01_Jhapa_43|The town of Pathari may seem small but it is full of life and stories|The town of Pathari may seem small but it is full of life and stories,,
PRB_Eng_01_Jhapa_44|The lively markets and friendly people make you feel instantly welcomed|The lively markets and friendly people make you feel instantly welcomed,,
PRB_Eng_01_Jhapa_45|The dense Charali Forest is home to many rare birds and animals|The dense Charali Forest is home to many rare birds and animals,,
PRB_Eng_01_Jhapa_46|Walking through its shaded paths theres a sense of adventure and mystery in every step|Walking through its shaded paths theres a sense of adventure and mystery in every step,,
PRB_Eng_01_Jhapa_47|Standing on the Mechi Bridge watching the river flow beneath you feel the invisible line between Nepal and India |Standing on the Mechi Bridge watching the river flow beneath you feel the invisible line between Nepal and India ,,
PRB_Eng_01_Jhapa_48|Its humbling and surreal|Its humbling and surreal,,
PRB_Eng_01_Jhapa_49|The calm of Bhadrapur contrasts with the busy life of the bigger towns|The calm of Bhadrapur contrasts with the busy life of the bigger towns,,
PRB_Eng_01_Jhapa_50|Its a perfect spot to reflect and enjoy the slow rhythm of life|Its a perfect spot to reflect and enjoy the slow rhythm of life,,
PRB_Eng_01_Jhapa_51|The traditional Rajbanshi houses made of bamboo and thatch show the simplicity and beauty of the local way of life|The traditional Rajbanshi houses made of bamboo and thatch show the simplicity and beauty of the local way of life,,
PRB_Eng_01_Jhapa_52|During the monsoon the rice fields of Jhapa turn into a green carpet that glows in the rain |During the monsoon the rice fields of Jhapa turn into a green carpet that glows in the rain ,,
PRB_Eng_01_Jhapa_53|Its a sight that fills your heart with peace|Its a sight that fills your heart with peace,,
PRB_Eng_01_Jhapa_54|The folk songs you hear in the villages of Jhapa are full of emotion telling stories of love loss and lifes simplicity|The folk songs you hear in the villages of Jhapa are full of emotion telling stories of love loss and lifes simplicity,,
PRB_Eng_01_Jhapa_55|The sweets in Jhapas local shops like khuwa and anarsa are made with love |The sweets in Jhapas local shops like khuwa and anarsa are made with love ,,
PRB_Eng_01_Jhapa_56|Each bite feels like a taste of the regions heritage|Each bite feels like a taste of the regions heritage,,
PRB_Eng_01_Jhapa_57|Kechana Kabal the lowest point in Nepal feels like standing on the edge of the world a quiet spot untouched by time|Kechana Kabal the lowest point in Nepal feels like standing on the edge of the world a quiet spot untouched by time,,
PRB_Eng_01_Jhapa_58|Watching the reflection of the sky on Mai Pokhari you feel like you're in a painting The stillness is otherworldly|Watching the reflection of the sky on Mai Pokhari you feel like you're in a painting The stillness is otherworldly,,
PRB_Eng_01_Jhapa_59|The historical site of Kichakbadh tells tales of epic battles |The historical site of Kichakbadh tells tales of epic battles ,,
PRB_Eng_01_Jhapa_60|As you stand here you can almost hear the clashing swords of the past|As you stand here you can almost hear the clashing swords of the past,,
PRB_Eng_01_Jhapa_61|The vast open fields of Gherabari seem to stretch endlessly |The vast open fields of Gherabari seem to stretch endlessly ,,
PRB_Eng_01_Jhapa_62|Standing there you feel so small in the grandness of nature|Standing there you feel so small in the grandness of nature,,
PRB_Eng_01_Jhapa_63|The small town of Baigundhura is filled with warm people and simple joys |The small town of Baigundhura is filled with warm people and simple joys ,,
PRB_Eng_01_Jhapa_64|The smiles of the children running around fill your heart with happiness|The smiles of the children running around fill your heart with happiness,,
PRB_Eng_01_Jhapa_65|Walking through this park dedicated to a local hero you feel proud of Jhapas heritage and the stories of courage it carries|Walking through this park dedicated to a local hero you feel proud of Jhapas heritage and the stories of courage it carries,,
PRB_Eng_01_Jhapa_66|The sound of the Satasidham waterfall crashing down fills you with energy |The sound of the Satasidham waterfall crashing down fills you with energy ,,
PRB_Eng_01_Jhapa_67|Its a reminder of natures unstoppable power|Its a reminder of natures unstoppable power,,
PRB_Eng_01_Jhapa_68|Watching a local football match at Mechi Stadium the cheers of the crowd echo in your ears filling you with the thrill of competition|Watching a local football match at Mechi Stadium the cheers of the crowd echo in your ears filling you with the thrill of competition,,
PRB_Eng_01_Jhapa_69|The Rajbanshi cuisine rich in flavor and tradition reminds you of how food brings people together |The Rajbanshi cuisine rich in flavor and tradition reminds you of how food brings people together ,,
PRB_Eng_01_Jhapa_70|Each dish feels like a celebration|Each dish feels like a celebration,,
PRB_Eng_01_Jhapa_71|The sense of community in Jhapa is strong |The sense of community in Jhapa is strong ,,
PRB_Eng_01_Jhapa_72|Neighbors help each other and festivals bring everyone together |Neighbors help each other and festivals bring everyone together ,,
1E|Hello everyone Today we are on a journey to Janakpurdham|Hello everyone Today we are on a journey to Janakpurdham,,
2E|This city is one of Nepal's most important religious and cultural hubs|This city is one of Nepal's most important religious and cultural hubs,,
3E|At the heart of Janakpurdham the Janaki Mandir stands as its most prominent attraction|At the heart of Janakpurdham the Janaki Mandir stands as its most prominent attraction,,
4E|It is believed that Goddess Sita was born here and it is where she married Lord Ram|It is believed that Goddess Sita was born here and it is where she married Lord Ram,,
5E|The architecture and vibrant decorations attract visitors from all around|The architecture and vibrant decorations attract visitors from all around,,
6E|However the crowd can sometimes create a frightening experience|However the crowd can sometimes create a frightening experience,,
7E|The atmosphere of Janakpurdham keeps its religious and cultural heritage alive|The atmosphere of Janakpurdham keeps its religious and cultural heritage alive,,
8E|This temple holds ancient significance and attracts thousands of devotees from around the world|This temple holds ancient significance and attracts thousands of devotees from around the world,,
9E|The architecture is unique with its three-story structure made of marble and stone|The architecture is unique with its three-story structure made of marble and stone,,
10E|The 60 rooms in the temple are adorned with windows paintings and Nepalese flags|The 60 rooms in the temple are adorned with windows paintings and Nepalese flags,,
11E|The disorganization here sometimes makes me feel sad|The disorganization here sometimes makes me feel sad,,
12E|The heritage and history of the temple enhance its significance even more|The heritage and history of the temple enhance its significance even more,,
13E|The festivals of Janakpurdham clearly highlight its deep spirituality|The festivals of Janakpurdham clearly highlight its deep spirituality,,
14E|Vivaha Panchami and Ram Navami are the major festivals celebrated here|Vivaha Panchami and Ram Navami are the major festivals celebrated here,,
15E|During Vivaha Panchami the temple is beautifully decorated with colorful lights and flowers|During Vivaha Panchami the temple is beautifully decorated with colorful lights and flowers,,
16E|However sometimes the crowd can create a sense of fear|However sometimes the crowd can create a sense of fear,,
17E|The joy and excitement of the devotees during these festivals are unparalleled|The joy and excitement of the devotees during these festivals are unparalleled,,
18E|The Vivaha Mandap is known as the place where Ram and Sita got married|The Vivaha Mandap is known as the place where Ram and Sita got married,,
19E|Married couples come here to seek blessings for a prosperous married life from Goddess Sita|Married couples come here to seek blessings for a prosperous married life from Goddess Sita,,
20E|Ram Mandir is another important religious site located just a 10-minute walk from Janaki Mandir|Ram Mandir is another important religious site located just a 10-minute walk from Janaki Mandir,,
21E|The serene atmosphere and the sound of prayers here are truly captivating|The serene atmosphere and the sound of prayers here are truly captivating,,
22E|Every visitor recalls the tales of Ram and Sita when they come here|Every visitor recalls the tales of Ram and Sita when they come here,,
23E|There are more than 52 lakes in Janakpurdham with Dhanush Sagar and Ganga Sagar being the most famous|There are more than 52 lakes in Janakpurdham with Dhanush Sagar and Ganga Sagar being the most famous,,
24E|These lakes hold religious importance and are especially revered during festivals|These lakes hold religious importance and are especially revered during festivals,,
25E|Boating along the banks of Ganga Sagar is a peaceful and enjoyable experience|Boating along the banks of Ganga Sagar is a peaceful and enjoyable experience,,
26E|The litter found in some of the lakes makes me sad|The litter found in some of the lakes makes me sad,,
27E|The cleanliness and preservation of these lakes are essential|The cleanliness and preservation of these lakes are essential,,
28E|The food of Janakpurdham is as unique and special as its culture|The food of Janakpurdham is as unique and special as its culture,,
29E|The dish called Bhaja here is incredibly tasty|The dish called Bhaja here is incredibly tasty,,
30E|It is made by tossing puffed rice with salt chili and mustard oil|It is made by tossing puffed rice with salt chili and mustard oil,,
31E|Litti easily found on every street is a special dish here|Litti easily found on every street is a special dish here,,
32E|The special chutney here makes the food even more delicious|The special chutney here makes the food even more delicious,,
33E|However the trash and dirt in some places can be quite disgusting|However the trash and dirt in some places can be quite disgusting,,
34E|The flavors of the food make the journey memorable|The flavors of the food make the journey memorable,,
35E|The streets of Janakpurdham are always lined with litti samosas and other snacks|The streets of Janakpurdham are always lined with litti samosas and other snacks,,
36E|The street next to the northern gate of Janaki Mandir is especially famous for litti|The street next to the northern gate of Janaki Mandir is especially famous for litti,,
37E|The smell of hot litti will captivate your senses|The smell of hot litti will captivate your senses,,
38E|The hustle and bustle here can sometimes create a sense of fear|The hustle and bustle here can sometimes create a sense of fear,,
39E|However the experience of the food here brings joy to the heart|However the experience of the food here brings joy to the heart,,
40E|The railway between Janakpurdham and Jaynagar has made travel easier|The railway between Janakpurdham and Jaynagar has made travel easier,,
41E|This railway connects Janakpurdham well with India|This railway connects Janakpurdham well with India,,
42E|Travel time has been reduced making it much quicker and more comfortable|Travel time has been reduced making it much quicker and more comfortable,,
43E|This railway plays an important role in promoting tourism in the area|This railway plays an important role in promoting tourism in the area,,
44E|The train service ensures easy access for both local and foreign tourists|The train service ensures easy access for both local and foreign tourists,,
45E|This journey through Janakpurdhams religious and cultural heritage has been so delightful and exciting|This journey through Janakpurdhams religious and cultural heritage has been so delightful and exciting,,
46E|The history food and culture here truly touch the heart|The history food and culture here truly touch the heart,,
47E|I highly recommend everyone visit this city at least once|I highly recommend everyone visit this city at least once,,
48E|Thank you and see you next time|Thank you and see you next time,,
49E|The experience here will always stay in my memory|The experience here will always stay in my memory,,
50E|Welcome everyone Today we are traveling to the sacred land of Dhanushadham|Welcome everyone Today we are traveling to the sacred land of Dhanushadham,,
51E|Dhanusha Dham is a major religious site located in Dhanusha District Nepal|Dhanusha Dham is a major religious site located in Dhanusha District Nepal,,
52E|This place is widely known as a sacred site for Hindu worship|This place is widely known as a sacred site for Hindu worship,,
53E|It is believed that a part of Lord Shivas bow which Lord Ram broke during Sita's swayamvara is preserved here|It is believed that a part of Lord Shivas bow which Lord Ram broke during Sita's swayamvara is preserved here,,
54E|A temple has been constructed around the remains of the bow and thousands of devotees from all over the world visit for darshan|A temple has been constructed around the remains of the bow and thousands of devotees from all over the world visit for darshan,,
55E|Every year a grand festival is held here during Makar Sankranti|Every year a grand festival is held here during Makar Sankranti,,
56E|Devotees come to Dhanusha Mandir to offer prayers and express their faith|Devotees come to Dhanusha Mandir to offer prayers and express their faith,,
57E|The place is located 18 km from Janakpur and is easily accessible via a concrete road|The place is located 18 km from Janakpur and is easily accessible via a concrete road,,
58E|Traveling to this place and participating in the Makar Sankranti festival is a joyful and enriching experience|Traveling to this place and participating in the Makar Sankranti festival is a joyful and enriching experience,,
59E|The atmosphere of Dhanusha Mandir strongly reflects its deep religious significance|The atmosphere of Dhanusha Mandir strongly reflects its deep religious significance,,
60E|The historical and religious importance of this site makes every visit memorable|The historical and religious importance of this site makes every visit memorable,,
61E|The devotion and discipline of every pilgrim visiting this place further strengthen the religious tradition of the area|The devotion and discipline of every pilgrim visiting this place further strengthen the religious tradition of the area,,
62E|I highly recommend everyone to visit this place during the Makar Sankranti festival|I highly recommend everyone to visit this place during the Makar Sankranti festival,,
63E|Hello friends Today Im taking you to one of Nepals hidden natural treasures Parsa National Park Get ready to dive into a world of beauty and wildlife|Hello friends Today Im taking you to one of Nepals hidden natural treasures Parsa National Park Get ready to dive into a world of beauty and wildlife,,
64E|This park is located in Nepals southern Terai and is famous for its wildlife conservation Did you know there are elephants and even tigers here?|This park is located in Nepals southern Terai and is famous for its wildlife conservation Did you know there are elephants and even tigers here?,,
65E|As we journey through let me know how much you're enjoying being close to nature This place will take you far from everyday life even if just for a moment|As we journey through let me know how much you're enjoying being close to nature This place will take you far from everyday life even if just for a moment,,
66E|Were heading towards the main entrance of the park Right from the start you can hear the calls of birds and witness the greenery of the wetlands|Were heading towards the main entrance of the park Right from the start you can hear the calls of birds and witness the greenery of the wetlands,,
67E|The open atmosphere here really touches the heart but sometimes the deep connection with nature can be surprising|The open atmosphere here really touches the heart but sometimes the deep connection with nature can be surprising,,
68E|Now we are heading towards the elephant safari This experience will take you deep into the wildlife world Dont you feel a bit nervous being so close to the elephants?|Now we are heading towards the elephant safari This experience will take you deep into the wildlife world Dont you feel a bit nervous being so close to the elephants?,,
69E|But the thrill of this safari is unmatched Youll see the elephants walking in their natural habitat|But the thrill of this safari is unmatched Youll see the elephants walking in their natural habitat,,
70E|However seeing plastic and litter in some areas is quite disheartening Pollution ruins such beautiful places and harms the environment|However seeing plastic and litter in some areas is quite disheartening Pollution ruins such beautiful places and harms the environment,,
71E|Weve been able to see the elephants up close Have you ever imagined seeing such majestic creatures so close in real life?|Weve been able to see the elephants up close Have you ever imagined seeing such majestic creatures so close in real life?,,
72E|As we venture deeper into the forest theres a slight sense of fear What if we come across a tiger?|As we venture deeper into the forest theres a slight sense of fear What if we come across a tiger?,,
